LAMMPS data file via write_data, version 31 Aug 2021, timestep = 500000

1536 atoms
6 atom types

-0.02621091011722143 25.991610910118006 xlo xhi
-0.02621091011722143 25.991610910118006 ylo yhi
-0.02621091011722143 25.991610910118006 zlo zhi

Masses

1 138.905
2 91.224
3 15.9998
4 6.941
5 6.941
6 69.723

Pair Coeffs # buck/coul/long

1 0 1 0
2 0 1 0
3 13215.1 0.221282 25.3427
4 0 1 0
5 0 1 0
6 0 1 0

Atoms # full

2 0 1 2.1 11.420728250713603 6.583527657749587 3.23149126214392 0 0 0
170 0 4 0.7 12.474072743956954 2.054427508322066 4.201160144595358 0 0 0
137 0 4 0.7 9.200561889480255 7.389795345833662 1.2001197424402648 0 0 0
147 0 4 0.7 1.3583365974311963 10.620631336378533 0.709878619974851 0 0 0
5 0 1 2.1 0.07188429976362504 9.660266465850357 4.860810080795441 0 0 0
526 0 4 0.7 3.8410939453228945 12.055036100420907 1.1245728172577865 0 0 0
14 0 1 2.1 6.455972641066939 9.729726131986656 1.6711853371696017 0 0 0
16 0 1 2.1 6.700429274835862 3.318998491862561 4.904991256126242 0 0 0
161 0 4 0.7 5.063523115411615 9.047244593184152 5.631112010772577 0 0 0
425 0 2 2.8 6.579533087622734 12.93707760033385 0.0312350533831421 0 0 0
171 0 4 0.7 10.490057190916497 0.8516913755626574 1.4851230246347598 0 0 0
24 0 1 2.1 4.86021989487109 6.448877639063858 3.3120864304524966 0 0 0
167 0 4 0.7 1.8560594019907932 2.3498434896680647 5.814085607457161 0 0 0
29 0 2 2.8 9.679029249333434 9.821842564317496 3.305663551016629 0 0 0
30 0 2 2.8 3.3573924951541794 3.1770837639364267 3.3677609480301403 0 0 0
173 0 4 0.7 0.7654138417477104 4.4206584314402395 4.1358298752189695 0 0 0
33 0 2 2.8 3.2129684695259826 9.785868310479934 3.2739611447493426 0 0 0
35 0 2 2.8 9.777917118178557 3.2925883614907994 3.3561048070906896 0 0 0
188 0 4 0.7 7.107448009093013 8.301661358153595 4.039619922462388 0 0 0
169 0 4 0.7 11.356380263162352 4.14710744401097 5.844198807563849 0 0 0
42 0 3 -1.4 0.3181598110408832 7.262334409130581 4.757747649502237 0 0 0
44 0 3 -1.4 12.600480281431935 0.6803952138205397 1.8455103459049795 0 0 0
45 0 3 -1.4 11.591028958852197 9.151403453762248 2.89034036362395 0 0 0
46 0 3 -1.4 1.4561057831588147 2.5214642168339605 3.6369712213285386 0 0 0
50 0 3 -1.4 10.437738591119109 10.21082135831091 5.2329026251459885 0 0 0
51 0 3 -1.4 2.6193325133912406 3.5706605939797242 1.325301750601856 0 0 0
52 0 3 -1.4 9.327496903062753 7.894378251323279 4.086368392089197 0 0 0
56 0 3 -1.4 3.5443808085283144 1.378072894545585 2.5078121638932855 0 0 0
59 0 3 -1.4 7.967668075073646 2.4070831830975177 2.9936745231861486 0 0 0
60 0 3 -1.4 7.77199070615302 10.44589831713221 3.6474501834549513 0 0 0
64 0 3 -1.4 5.156357619695737 3.9277263140889866 2.979081600890684 0 0 0
67 0 3 -1.4 0.29948181877882785 5.746780901434156 1.9005712225669775 0 0 0
69 0 3 -1.4 8.908880479443221 9.392320154507775 1.3262464278486543 0 0 0
70 0 3 -1.4 3.975046932249283 2.938685527017494 5.257101120293368 0 0 0
71 0 3 -1.4 10.110541745176569 11.672363485643347 2.506306860222315 0 0 0
72 0 3 -1.4 12.552750553889354 12.378203936878569 4.532391681613355 0 0 0
73 0 3 -1.4 10.34248794934607 1.4785649248278574 3.881161611757364 0 0 0
76 0 3 -1.4 2.9475975156671312 5.197906295128559 4.055419704732835 0 0 0
77 0 3 -1.4 4.679275957100714 6.129420889367698 0.9085678280508016 0 0 0
78 0 3 -1.4 5.564046800576981 11.088745725243804 6.2907824587471834 0 0 0
82 0 3 -1.4 8.130218343724943 12.718565041314102 5.709760717298204 0 0 0
85 0 3 -1.4 7.318999336974442 4.6046042239972405 0.33958590769123737 0 0 0
88 0 3 -1.4 0.7996619134796505 4.627942090677533 6.248560229691676 0 0 0
91 0 3 -1.4 10.899258870637306 6.155596281082727 5.861478973448049 0 0 0
92 0 3 -1.4 12.234710476612674 11.057927576870206 0.3780837720359056 0 0 0
93 0 3 -1.4 1.8379919266245786 12.541039963352512 0.5140386919495029 0 0 0
94 0 3 -1.4 6.050346475873862 0.6389354470152687 4.510625483970926 0 0 0
96 0 3 -1.4 6.963291306039454 7.283664903045356 1.9005906772107586 0 0 0
97 0 3 -1.4 1.2736646343849647 10.43162307141134 2.8140825680305848 0 0 0
99 0 3 -1.4 11.715472678995939 3.9632738253419846 3.705902230606047 0 0 0
101 0 3 -1.4 10.543054476115577 2.91405702004583 1.3234435549281929 0 0 0
102 0 3 -1.4 2.5644647225817723 9.273074296466326 5.223848478943558 0 0 0
106 0 3 -1.4 9.590429171120912 5.098074261344452 2.4588088036052405 0 0 0
107 0 3 -1.4 3.496701052831632 11.706455052813306 4.004625479290555 0 0 0
109 0 3 -1.4 5.0507224274368046 9.040539014621878 3.637055624704661 0 0 0
111 0 3 -1.4 9.04422463863933 3.66700531952793 5.225194669046451 0 0 0
112 0 3 -1.4 4.098514325230982 9.988441699257331 1.4306824250412493 0 0 0
115 0 3 -1.4 2.8067406210489927 7.8067767615908155 2.461796755918377 0 0 0
119 0 3 -1.4 8.418873146842147 0.3634014055007073 0.8598628251826422 0 0 0
120 0 3 -1.4 4.691326286677087 6.967842558881817 5.886671872802744 0 0 0
122 0 3 -1.4 12.236893334204378 1.835157158055307 6.187436404793623 0 0 0
123 0 3 -1.4 0.699303643005881 8.45115475709142 0.2745145944464541 0 0 0
126 0 3 -1.4 6.143587606233673 12.20879937165862 1.9290218919745863 0 0 0
128 0 3 -1.4 6.981924019834939 5.865191960551199 4.730380688237747 0 0 0
129 0 3 -1.4 1.8092951744464887 0.342809488319731 5.735243157220272 0 0 0
130 0 3 -1.4 11.150991480911989 7.0019701449770295 0.7146347136554054 0 0 0
133 0 3 -1.4 5.837813135603953 1.9824101171353905 0.4982493845494037 0 0 0
136 0 3 -1.4 7.203710274831781 8.546626417169957 6.121984506169215 0 0 0
195 0 4 0.7 9.061628390431627 5.745218253061958 5.047299000530456 0 0 0
138 0 4 0.7 11.180409962891568 8.861235233935773 0.7400710347639554 0 0 0
139 0 4 0.7 5.530844943583306 10.938396870707471 4.34897340825754 0 0 0
164 0 4 0.7 5.527324142465283 1.1783105511496734 2.503605437613262 0 0 0
559 0 4 0.7 3.8271805024227734 0.7832035925457825 4.980356843096587 0 1 0
159 0 4 0.7 10.776791186711824 12.39135540053719 4.317486821982966 0 0 0
157 0 4 0.7 8.60475383252078 2.2680263817371324 0.9044252707103365 0 0 0
155 0 4 0.7 4.528849380241805 4.224759236752303 0.7548403495213192 0 0 0
19 0 1 2.1 9.80903430344904 11.361694035590073 0.030221890134296762 0 0 0
938 0 4 0.7 12.070032275096372 11.563436184110989 2.4320224723388337 0 0 0
141 0 4 0.7 2.1057458336719805 7.091384417040259 4.245167956237535 0 0 0
163 0 4 0.7 6.606376529996542 3.4474401041227702 1.7777420298817164 0 0 0
