Density          x          y          z        index       voxel_ds: 0.3037 0.3037 0.3024
9.824573e-01     1          1          1           1     
2.308646e-02     1          1          2           2     
1.282581e-02     1          1          18          18    
2.719072e-01     1          1          19          19    
1.546793e+00     1          1          20          20    
2.467687e+00     1          1          21          21    
7.182456e-01     1          1          22          22    
2.821679e-02     1          1          23          23    
2.565163e-03     1          1          24          24    
1.026065e-02     1          1          39          39    
2.667769e-01     1          1          40          40    
1.528837e+00     1          1          41          41    
2.716507e+00     1          1          42          42    
5.386842e-01     1          2          1           43    
3.847744e-02     1          2          2           44    
1.026065e-02     1          2          18          60    
2.052130e-01     1          2          19          61    
1.285147e+00     1          2          20          62    
2.005957e+00     1          2          21          63    
7.208107e-01     1          2          22          64    
5.130325e-02     1          2          23          65    
2.565163e-03     1          2          39          81    
1.590401e-01     1          2          40          82    
1.069673e+00     1          2          41          83    
1.944393e+00     1          2          42          84    
1.590401e-01     1          3          1           85    
2.565163e-03     1          3          2           86    
2.565163e-03     1          3          18         102    
7.695488e-02     1          3          19         103    
4.258170e-01     1          3          20         104    
7.875049e-01     1          3          21         105    
3.129498e-01     1          3          22         106    
3.078195e-02     1          3          23         107    
3.591228e-02     1          3          40         124    
2.103433e-01     1          3          41         125    
3.796441e-01     1          3          42         126    
1.026065e-02     1          4          1          127    
1.026065e-02     1          4          19         145    
5.643358e-02     1          4          20         146    
7.952004e-02     1          4          21         147    
5.899874e-02     1          4          22         148    
1.282581e-02     1          4          23         149    
1.539098e-02     1          4          40         166    
1.026065e-02     1          4          41         167    
2.308646e-02     1          4          42         168    
2.565163e-03     1          5          21         189    
2.565163e-03     1          5          23         191    
2.565163e-03     1          11         11         431    
2.565163e-03     1          11         12         432    
1.539098e-02     1          12         11         473    
3.847744e-02     1          12         12         474    
2.821679e-02     1          12         13         475    
2.565163e-03     1          12         14         476    
1.026065e-02     1          13         10         514    
7.182456e-02     1          13         11         515    
2.231692e-01     1          13         12         516    
1.949524e-01     1          13         13         517    
3.334712e-02     1          13         14         518    
2.565163e-03     1          13         15         519    
3.334712e-02     1          13         32         536    
3.847744e-02     1          13         33         537    
7.695488e-03     1          13         34         538    
2.565163e-03     1          13         35         539    
2.565163e-03     1          14         9          555    
2.052130e-02     1          14         10         556    
1.846917e-01     1          14         11         557    
6.823333e-01     1          14         12         558    
7.233759e-01     1          14         13         559    
1.769962e-01     1          14         14         560    
5.130325e-03     1          14         15         561    
2.565163e-03     1          14         31         577    
5.643358e-02     1          14         32         578    
1.590401e-01     1          14         33         579    
1.410839e-01     1          14         34         580    
5.386842e-02     1          14         35         581    
2.052130e-02     1          14         36         582    
2.565163e-03     1          15         8          596    
7.695488e-03     1          15         9          597    
4.104260e-02     1          15         10         598    
3.283408e-01     1          15         11         599    
1.064543e+00     1          15         12         600    
1.544228e+00     1          15         13         601    
4.052957e-01     1          15         14         602    
1.539098e-02     1          15         15         603    
6.925939e-02     1          15         32         620    
4.181215e-01     1          15         33         621    
5.002067e-01     1          15         34         622    
2.539511e-01     1          15         35         623    
7.952004e-02     1          15         36         624    
1.026065e-02     1          15         37         625    
2.565163e-03     1          16         9          639    
5.386842e-02     1          16         10         640    
2.975589e-01     1          16         11         641    
1.151758e+00     1          16         12         642    
1.551923e+00     1          16         13         643    
5.643358e-01     1          16         14         644    
4.104260e-02     1          16         15         645    
2.565163e-03     1          16         16         646    
1.026065e-02     1          16         31         661    
8.978069e-02     1          16         32         662    
5.694661e-01     1          16         33         663    
7.541578e-01     1          16         34         664    
2.924285e-01     1          16         35         665    
4.873809e-02     1          16         36         666    
1.282581e-02     1          16         37         667    
5.130325e-03     1          16         38         668    
2.565163e-03     1          17         9          681    
4.104260e-02     1          17         10         682    
3.232105e-01     1          17         11         683    
9.491102e-01     1          17         12         684    
1.097890e+00     1          17         13         685    
2.667769e-01     1          17         14         686    
3.078195e-02     1          17         15         687    
2.565163e-03     1          17         31         703    
1.359536e-01     1          17         32         704    
3.283408e-01     1          17         33         705    
3.386015e-01     1          17         34         706    
9.234586e-02     1          17         35         707    
3.334712e-02     1          17         36         708    
2.052130e-02     1          18         10         724    
1.179975e-01     1          18         11         725    
4.489035e-01     1          18         12         726    
4.283822e-01     1          18         13         727    
5.899874e-02     1          18         14         728    
5.130325e-03     1          18         15         729    
5.130325e-03     1          18         31         745    
3.591228e-02     1          18         32         746    
8.208521e-02     1          18         33         747    
3.591228e-02     1          18         34         748    
1.539098e-02     1          18         35         749    
1.282581e-02     1          19         10         766    
2.308646e-02     1          19         11         767    
7.952004e-02     1          19         12         768    
6.925939e-02     1          19         13         769    
1.282581e-02     1          19         14         770    
5.130325e-03     1          19         15         771    
2.565163e-03     1          19         31         787    
5.130325e-03     1          19         32         788    
2.565163e-03     1          19         33         789    
5.130325e-03     1          20         12         810    
7.695488e-03     1          20         13         811    
2.565163e-03     1          20         14         812    
2.565163e-03     1          26         41         1091   
5.130325e-03     1          27         1          1093   
2.565163e-03     1          27         19         1111   
1.282581e-02     1          27         20         1112   
1.539098e-02     1          27         21         1113   
5.130325e-03     1          27         22         1114   
2.565163e-03     1          27         23         1115   
2.565163e-03     1          27         24         1116   
7.695488e-03     1          27         41         1133   
5.130325e-03     1          27         42         1134   
2.308646e-02     1          28         1          1135   
2.565163e-03     1          28         2          1136   
4.360777e-02     1          28         19         1153   
