LAMMPS data file via OVITO

1053 atoms
24 atom types

0.00000000 8.807300000000001 xlo xhi
0.00000000 8.807300000000001 ylo yhi
0.00000000 12.755400000000002 zlo zhi

Masses

1 1.0
2 1.0
3 1.0
4 1.0
5 1.0
6 1.0
7 1.0
8 1.0
9 1.0
10 1.0
11 1.0
12 1.0
13 1.0
14 1.0
15 1.0
16 1.0
17 1.0
18 1.0
19 1.0
20 1.0
21 1.0
22 1.0
23 1.0
24 1.0

Atoms # atomic

1         1         0.303700    0.303700    0.303700    
2         2         0.303700    0.303700    5.770300    
3         2         0.303700    0.303700    6.074000    
4         2         0.303700    0.303700    6.377700    
5         2         0.303700    0.303700    6.681400    
6         1         0.303700    0.303700    12.148000   
7         1         0.303700    0.303700    12.451700   
8         1         0.303700    0.303700    12.755400   
9         1         0.303700    0.607400    0.303700    
10        2         0.303700    0.607400    5.770300    
11        2         0.303700    0.607400    6.074000    
12        2         0.303700    0.607400    6.377700    
13        2         0.303700    0.607400    6.681400    
14        1         0.303700    0.607400    12.451700   
15        1         0.303700    0.607400    12.755400   
16        2         0.303700    0.911100    6.074000    
17        2         0.303700    0.911100    6.377700    
18        2         0.303700    0.911100    6.681400    
19        1         0.303700    0.911100    12.451700   
20        1         0.303700    0.911100    12.755400   
21        3         0.303700    3.948100    3.644400    
22        3         0.303700    3.948100    3.948100    
23        3         0.303700    4.251800    3.340700    
24        3         0.303700    4.251800    3.644400    
25        3         0.303700    4.251800    3.948100    
26        3         0.303700    4.555500    3.340700    
27        3         0.303700    4.555500    3.644400    
28        3         0.303700    4.555500    3.948100    
29        3         0.303700    4.555500    4.251800    
30        4         0.303700    4.555500    10.022100   
31        4         0.303700    4.555500    10.325800   
32        4         0.303700    4.555500    10.629500   
33        3         0.303700    4.859200    3.340700    
34        3         0.303700    4.859200    3.644400    
35        3         0.303700    4.859200    3.948100    
36        3         0.303700    4.859200    4.251800    
37        4         0.303700    4.859200    10.022100   
38        4         0.303700    4.859200    10.325800   
39        4         0.303700    4.859200    10.629500   
40        3         0.303700    5.162900    3.340700    
41        3         0.303700    5.162900    3.644400    
42        3         0.303700    5.162900    3.948100    
43        3         0.303700    5.162900    4.251800    
44        4         0.303700    5.162900    10.022100   
45        4         0.303700    5.162900    10.325800   
46        3         0.303700    5.466600    3.644400    
47        3         0.303700    5.466600    3.948100    
48        2         0.303700    8.503600    6.074000    
49        2         0.303700    8.503600    6.377700    
50        1         0.303700    8.807300    0.303700    
51        2         0.303700    8.807300    6.074000    
52        2         0.303700    8.807300    6.377700    
53        2         0.303700    8.807300    6.681400    
54        1         0.303700    8.807300    12.451700   
55        1         0.303700    8.807300    12.755400   
56        1         0.607400    0.303700    0.303700    
57        2         0.607400    0.303700    6.074000    
58        2         0.607400    0.303700    6.377700    
59        2         0.607400    0.303700    6.681400    
60        1         0.607400    0.303700    12.148000   
61        1         0.607400    0.303700    12.451700   
62        1         0.607400    0.303700    12.755400   
63        1         0.607400    0.607400    0.303700    
64        2         0.607400    0.607400    6.074000    
65        2         0.607400    0.607400    6.377700    
66        2         0.607400    0.607400    6.681400    
67        1         0.607400    0.607400    12.451700   
68        1         0.607400    0.607400    12.755400   
69        2         0.607400    0.911100    6.074000    
70        2         0.607400    0.911100    6.377700    
71        2         0.607400    0.911100    6.681400    
72        1         0.607400    0.911100    12.755400   
73        3         0.607400    4.251800    3.644400    
74        3         0.607400    4.251800    3.948100    
75        4         0.607400    4.251800    10.022100   
76        3         0.607400    4.555500    3.644400    
77        3         0.607400    4.555500    3.948100    
78        3         0.607400    4.555500    4.251800    
79        4         0.607400    4.555500    10.022100   
80        4         0.607400    4.555500    10.325800   
81        4         0.607400    4.555500    10.629500   
82        3         0.607400    4.859200    3.644400    
83        3         0.607400    4.859200    3.948100    
84        3         0.607400    4.859200    4.251800    
85        4         0.607400    4.859200    10.022100   
86        4         0.607400    4.859200    10.325800   
87        4         0.607400    4.859200    10.629500   
88        3         0.607400    5.162900    3.644400    
89        3         0.607400    5.162900    3.948100    
90        3         0.607400    5.162900    4.251800    
91        4         0.607400    5.162900    10.022100   
92        4         0.607400    5.162900    10.325800   
93        3         0.607400    5.466600    3.644400    
94        3         0.607400    5.466600    3.948100    
95        2         0.607400    8.503600    6.377700    
96        1         0.607400    8.807300    0.303700    
97        2         0.607400    8.807300    6.074000    
98        2         0.607400    8.807300    6.377700    
99        2         0.607400    8.807300    6.681400    
100       1         0.607400    8.807300    12.451700   
101       1         0.607400    8.807300    12.755400   
102       1         0.911100    0.303700    0.303700    
103       2         0.911100    0.303700    6.074000    
104       2         0.911100    0.303700    6.377700    
105       1         0.911100    0.303700    12.451700   
106       1         0.911100    0.303700    12.755400   
107       1         0.911100    0.607400    0.303700    
108       2         0.911100    0.607400    6.377700    
109       1         0.911100    0.607400    12.451700   
